OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	taxonomy
OTU727	0	0	5	0	0	0	2	2	0	0	0	0	3%|Russula_americana|SH224448.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Russula
OTU728	0	0	0	0	0	0	0	0	0	10	0	0	2%|Pseudocyphellaria_obvoluta|SH222494.06FUk_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Peltigerales;f_Lobariaceae;g_Pseudocyphellaria
OTU729	1	3	3	0	1	1	2	0	0	1	2	4	62%|Chaetomium_sp_ASR_125|SH240693.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Chaetomium
OTU730	0	0	0	0	0	0	0	0	0	0	11	0	96%|Schizothecium_inaequale|SH222047.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Schizothecium
OTU731	11	0	0	0	0	0	0	0	0	5	0	0	43%|Mycosphaerella_pini|SH212657.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Mycosphaerellaceae;g_Mycosphaerella
OTU732	4	0	2	0	0	0	2	1	1	0	0	0	31%|Paecilomyces_marquandii|SH235961.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Paecilomyces
OTU733	3	1	5	0	0	0	5	11	1	0	1	4	2%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU734	3	0	6	0	0	0	0	0	0	0	0	0	2%|Basidiomycota_sp|SH217991.06FUk_Fungi;p_Basidiomycota;c_Basidiomycota_unidentified;o_Basidiomycota_unidentified_1;f_Basidiomycota_unidentified_1;g_Basidiomycota_unidentified_1_1
OTU735	0	0	0	0	0	0	0	0	0	9	0	0	1%|Ophiocordyceps_rubiginosiperitheciata|SH227646.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Ophiocordyceps
OTU736	1	0	5	0	0	0	1	8	2	0	0	0	3%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU737	5	2	3	0	0	0	0	0	0	0	0	0	12%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU738	0	0	9	0	0	0	0	0	0	0	0	0	7%|Lichtheimia_sp_HKU28|SH241508.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mucorales;f_Lichtheimiaceae;g_Lichtheimia
OTU739	9	0	0	0	0	0	0	0	0	0	0	0	99%|Helotiaceae_sp|SH209234.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Helotiaceae_unidentified
OTU740	0	0	0	9	0	0	0	0	0	0	0	0	4%|Derxomyces_hainanensis|SH197670.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU741	0	0	0	0	0	0	0	2	7	0	0	0	30%|Synchytrium_endobioticum|SH234051.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Chytridiales;f_Synchytriaceae;g_Synchytrium
OTU742	7	0	0	0	0	2	5	0	0	0	0	0	3%|Diversisporaceae_sp|SH200219.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Diversisporaceae;g_Diversisporaceae_unidentified
OTU743	11	0	0	0	0	0	5	9	1	0	0	0	98%|Cochliobolus_lunatus|SH224802.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporaceae;g_Cochliobolus
OTU744	4	0	0	6	0	0	0	0	0	0	0	0	100%|Ascomycota_sp|SH196232.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU745	0	0	0	0	0	10	0	0	0	0	0	0	93%|Pleosporales_sp|SH203351.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporales_unidentified;g_Pleosporales_unidentified_1
OTU746	10	0	0	2	2	0	0	0	0	0	0	0	100%|Agaricomycetes_sp|SH205543.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricomycetes_unidentified;f_Agaricomycetes_unidentified_1;g_Agaricomycetes_unidentified_1
OTU747	0	0	0	0	0	0	0	0	0	0	0	10	9%|Synchytrium_endobioticum|SH234051.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Chytridiales;f_Synchytriaceae;g_Synchytrium
OTU748	0	0	0	0	9	0	0	0	0	0	0	0	7%|Paecilomyces_marquandii|SH235961.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Paecilomyces
OTU749	1	4	11	0	0	0	0	0	0	0	0	0	4%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU750	0	0	0	0	0	0	0	0	10	0	0	0	5%|Sebacinaceae_sp|SH231697.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU751	0	0	0	0	0	0	0	0	0	0	0	11	7%|Fungi_sp|SH238459.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU752	0	0	0	11	0	0	0	0	0	0	0	0	100%|Devriesia_xanthorrhoeae|SH189981.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Devriesia
OTU753	3	2	0	0	0	0	3	1	0	0	0	0	3%|Fungi_sp|SH189980.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU754	36	52	37	0	0	0	0	5	2	0	0	0	18%|Ascomycota_sp|SH223423.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU755	2	5	0	0	0	0	3	5	2	0	0	0	5%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU756	0	0	6	0	0	0	0	3	0	0	0	0	19%|Orpinomyces_sp_NIANP60|SH192579.06FUk_Fungi;p_Chytridiomycota;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Orpinomyces
OTU757	0	0	0	12	0	0	0	0	0	0	0	0	21%|Archaeorhizomyces_sp|SH197155.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales;f_Archaeorhizomycetaceae;g_Archaeorhizomyces
OTU758	1	3	3	0	0	0	0	2	1	0	0	0	100%|Mortierella_wolfii|SH228083.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU759	0	0	9	0	0	0	0	0	0	0	0	0	31%|Psilocybe_cf_subviscida/crobula_X_45|SH218689.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Strophariaceae;g_Psilocybe
OTU760	0	0	0	0	0	0	0	0	0	0	11	0	10%|Cladoriella_eucalypti|SH233933.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Incertae_sedis_19;g_Cladoriella
OTU761	4	0	4	0	0	0	2	0	0	0	0	2	100%|Mortierella_sp_VN2_2_5|SH211065.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU762	0	0	0	0	0	0	0	0	0	0	10	0	4%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU763	4	1	0	0	0	0	1	7	1	0	0	2	4%|Ascomycota_sp|SH207540.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU764	0	0	0	9	0	0	4	0	0	0	0	0	81%|Trichosporon_laibachii|SH218729.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Trichosporonales;f_Trichosporonaceae;g_Trichosporon
OTU765	0	0	0	8	0	0	0	0	0	0	0	0	93%|Coniochaeta_sp|SH226462.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Coniochaetales;f_Coniochaetaceae;g_Coniochaeta
OTU766	0	0	0	0	0	8	0	0	0	0	0	0	4%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU767	0	0	0	0	0	0	0	0	0	0	0	10	28%|Archaeorhizomyces_sp|SH240687.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales;f_Archaeorhizomycetaceae;g_Archaeorhizomyces
OTU768	0	0	4	0	0	0	0	0	0	0	4	0	5%|Fungi_sp|SH218157.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU769	0	0	0	0	0	0	0	0	0	0	0	9	96%|Gymnostellatospora_japonica|SH236510.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Myxotrichaceae;g_Gymnostellatospora
OTU770	0	0	0	0	0	0	0	0	0	0	0	8	13%|Fungi_sp|SH236957.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU771	0	0	0	0	0	0	0	0	0	0	0	9	9%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU772	0	0	0	0	0	0	0	0	0	0	9	0	98%|Cryptococcus_rajasthanensis|SH229455.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Cryptococcus_1
OTU773	0	1	0	0	0	0	2	4	2	0	0	2	6%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU774	0	0	0	0	0	8	0	0	0	0	0	0	19%|Sebacinales_sp|SH203752.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_unidentified;g_Sebacinales_unidentified_1
OTU775	4	0	5	0	0	0	0	2	6	0	0	0	14%|Naumovozyma_sp_QMW_2012|SH236489.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Naumovozyma
OTU776	6	9	5	0	0	0	5	3	1	0	0	0	94%|Myrothecium_verrucaria|SH199490.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Myrothecium
OTU777	0	0	3	0	0	5	0	0	0	0	0	0	98%|Saccharomycetales_sp|SH223340.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Incertae_sedis_11;g_Incertae_sedis_11_unidentified
OTU778	0	0	0	4	0	0	0	0	0	0	5	0	39%|Pleurotus_ostreatus|SH199933.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Pleurotaceae;g_Pleurotus
OTU779	3	3	8	0	0	0	1	3	0	0	0	0	10%|Albertiniella_polyporicola|SH235766.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Cephalothecaceae;g_Albertiniella
OTU780	0	0	0	0	10	0	0	0	0	0	0	0	2%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU781	0	0	0	0	0	0	0	8	0	0	0	0	8%|Ascomycota_sp|SH223423.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU782	0	0	0	0	0	0	0	0	8	0	0	0	7%|Tothia_fuscella|SH195931.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Microthyriales;f_Microthyriaceae;g_Tothia
OTU783	0	0	0	0	0	0	0	0	0	9	0	0	100%|Podosphaera_fusca|SH194415.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Erysiphales;f_Erysiphaceae;g_Podosphaera
OTU784	9	4	0	0	0	0	0	0	0	0	0	0	100%|Pleosporales_sp|SH241497.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporales_unidentified;g_Pleosporales_unidentified_1
OTU785	0	0	9	0	0	0	0	0	0	0	0	0	50%|Diaporthaceae_sp|SH197064.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Diaporthales;f_Diaporthaceae;g_Diaporthaceae_unidentified
OTU786	1	4	5	0	0	0	0	1	0	0	0	0	100%|Conocybe_apala|SH208912.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Bolbitiaceae;g_Conocybe
OTU787	8	0	0	0	0	0	0	0	0	0	0	0	7%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU788	8	1	1	0	0	0	0	0	0	0	0	0	10%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU789	0	2	5	0	0	0	0	0	0	3	0	0	100%|Dothideomycetes_sp|SH195586.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideomycetes_unidentified;f_Dothideomycetes_unidentified_1;g_Dothideomycetes_unidentified_1
OTU790	0	0	0	0	2	0	0	0	0	0	2	4	67%|Typhula_maritima|SH208525.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Typhulaceae;g_Typhula
OTU791	4	4	0	0	0	0	0	0	0	0	0	0	10%|Glomeromycota_sp|SH234684.06FUk_Fungi;p_Glomeromycota;c_Glomeromycota_unidentified;o_Glomeromycota_unidentified_1;f_Glomeromycota_unidentified_1;g_Glomeromycota_unidentified_1_1
OTU792	0	0	0	0	9	0	0	0	0	0	0	0	32%|Russula_cyanoxantha|SH205612.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Russula
OTU793	0	0	0	1	8	0	0	0	0	0	0	0	65%|Tricholoma_matsutake|SH205432.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Tricholomataceae;g_Tricholoma
OTU794	0	0	0	0	0	0	9	0	0	0	0	0	31%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU795	3	1	0	0	0	0	0	9	0	0	0	0	2%|Cladoriella_eucalypti|SH233933.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Incertae_sedis_19;g_Cladoriella
OTU796	0	0	0	0	0	0	3	4	1	0	0	0	68%|Fungi_sp|SH195212.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU797	0	6	1	0	0	0	1	0	0	0	0	0	15%|Chytridiomycota_sp|SH233268.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU798	0	0	0	0	0	0	0	0	0	0	9	0	77%|Phoma_cf_nebulosa_JZG_2008|SH196223.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Incertae_sedis_13;g_Phoma
OTU799	0	0	0	8	0	0	0	0	0	0	0	0	100%|Ascomycota_sp|SH229315.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU800	0	0	8	0	0	0	0	0	0	0	0	0	13%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU801	0	0	0	8	0	0	0	0	0	0	0	0	100%|Sordariales_sp|SH195274.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU802	0	0	0	0	0	0	0	0	0	10	0	0	17%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU803	0	0	0	0	0	0	0	0	0	0	0	8	15%|Sebacinaceae_sp|SH231697.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU804	11	0	0	0	0	0	0	0	0	0	0	0	100%|Ascomycota_sp|SH189849.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU805	0	0	0	0	0	0	8	4	2	0	0	0	12%|Pseudomassaria_chondrospora|SH230357.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Hyponectriaceae;g_Pseudomassaria
OTU806	0	0	0	0	0	0	5	2	1	0	0	0	95%|Ascomycota_sp|SH236513.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU807	0	7	0	0	0	0	0	0	0	0	0	0	13%|Xylariales_sp|SH215175.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Xylariales_unidentified;g_Xylariales_unidentified_1
OTU808	4	5	2	0	0	0	1	2	1	0	0	0	3%|Mortierella_sp|SH214852.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU809	0	0	0	0	0	0	0	0	0	0	0	8	100%|Mastigobasidium_intermedium|SH212310.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Leucosporidiales;f_Leucosporidiaceae;g_Mastigobasidium
OTU810	0	0	0	0	0	7	0	0	0	0	0	0	35%|Chytridiomycota_sp|SH236624.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU811	0	0	0	0	0	0	7	0	0	0	0	0	41%|Fungi_sp|SH193502.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU812	0	0	0	4	2	0	0	0	0	0	0	1	7%|Wolfiporia_cocos|SH241486.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Polyporaceae;g_Wolfiporia
OTU813	2	0	7	0	0	0	0	0	0	0	0	0	2%|Venturiaceae_sp|SH232828.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae;g_Venturiaceae_unidentified
OTU814	0	0	0	7	0	0	0	0	0	0	0	0	7%|Helotiales_sp|SH218183.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU815	0	0	0	0	0	0	6	2	0	0	0	0	94%|Nectriaceae_sp|SH217339.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Nectriaceae_unidentified
OTU816	3	0	0	0	0	0	0	0	0	9	0	0	100%|Sporobolomyces_oryzicola|SH215231.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Sporobolomyces
OTU817	0	7	0	0	0	0	0	0	0	0	0	0	7%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU818	0	0	0	0	0	0	7	0	0	0	0	0	100%|Scleroderma_citrinum|SH225315.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Boletales;f_Sclerodermataceae;g_Scleroderma
OTU819	0	0	0	0	1	11	0	0	0	0	0	0	15%|Cantharellales_sp|SH218872.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Cantharellales_unidentified;g_Cantharellales_unidentified_1
OTU820	0	0	0	3	3	0	0	0	0	0	4	3	5%|Archaeosporaceae_sp|SH230964.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Archaeosporales;f_Archaeosporaceae;g_Archaeosporaceae_unidentified
OTU821	0	5	0	0	0	0	0	0	0	2	1	3	22%|Sordariomycetes_sp|SH219393.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU822	4	2	2	0	0	0	0	0	0	0	0	0	1%|Sympoventuria_capensis|SH232275.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Venturiaceae_1;g_Sympoventuria
OTU823	0	0	0	0	0	0	0	0	0	7	0	0	63%|Aspergillus_ibericus|SH205279.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Aspergillus
OTU824	0	7	0	0	0	0	0	0	0	0	0	0	9%|Naumovozyma_sp_QMW_2012|SH236489.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Naumovozyma
OTU825	7	0	0	0	0	0	0	0	0	0	0	0	100%|Thelephoraceae_sp|SH202502.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Thelephoraceae;g_Thelephoraceae_unidentified
OTU826	0	0	13	0	0	0	0	1	3	0	0	0	3%|Acaulospora_nivalis|SH195301.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulospora
OTU827	1	3	4	0	0	0	0	0	0	0	0	0	4%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU828	0	1	0	0	0	0	1	8	2	0	0	0	1%|Synchytrium_endobioticum|SH234051.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Chytridiales;f_Synchytriaceae;g_Synchytrium
OTU829	0	1	8	0	0	0	1	0	0	0	0	0	3%|Phymatotrichopsis_omnivora|SH207548.06FUk_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Rhizinaceae;g_Phymatotrichopsis
OTU830	0	7	1	0	0	0	0	0	0	0	0	0	0%|Archaeorhizomyces_sp|SH235131.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales;f_Archaeorhizomycetaceae;g_Archaeorhizomyces
OTU831	0	0	0	7	0	0	0	0	0	0	0	0	33%|Sordariomycetes_sp|SH237144.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU832	0	0	0	0	0	0	0	0	0	7	0	0	13%|Tilletia_sp_ML_2012|SH207912.06FUk_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_Tilletiales;f_Tilletiaceae;g_Tilletia
OTU833	0	8	0	0	0	0	0	0	0	0	0	0	60%|Sclerococcum_sp|SH229736.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Sclerococcum
OTU834	0	5	5	0	0	0	0	3	0	0	0	0	4%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU835	0	0	0	0	0	8	0	0	0	0	2	0	9%|Entyloma_sp_1_KS_2013|SH228440.06FUk_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_Entylomatales;f_Entylomataceae;g_Entyloma
OTU836	0	0	0	0	0	8	0	0	0	0	0	0	100%|Capnodiales_sp|SH195239.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Capnodiales_unidentified;g_Capnodiales_unidentified_1
OTU837	0	0	0	0	0	0	0	0	0	0	8	0	60%|Dothideomycetes_sp|SH223803.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideomycetes_unidentified;f_Dothideomycetes_unidentified_1;g_Dothideomycetes_unidentified_1
OTU838	0	0	0	0	0	7	0	0	0	0	0	0	11%|Sordariomycetes_sp|SH237144.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU839	0	5	4	0	0	0	0	2	0	0	0	0	10%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU840	0	0	0	0	0	0	0	0	7	0	0	0	6%|Microbotryum_betonicae|SH199828.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Microbotryales;f_Microbotryaceae;g_Microbotryum
OTU841	0	0	0	0	0	0	0	0	0	0	7	0	66%|Sordariomycetes_sp|SH235314.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU842	8	1	0	0	0	0	0	0	0	0	0	0	50%|Pleosporaceae_sp|SH224864.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporaceae;g_Pleosporaceae_unidentified
OTU843	0	0	0	0	0	0	0	4	4	0	0	0	43%|Tubeufia_cerea|SH192913.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Tubeufiaceae;g_Tubeufia
OTU844	0	0	0	0	0	0	0	0	0	0	8	0	58%|Ascomycota_sp|SH222046.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
